no,ponpes,text_combined,sentimen_lexicon,aspek_manual,text_refined,tokens,predicted_aspek,predicted_aspek_label,predicted_sentimen_lexicon
242,PPM AL-Ikhlash Lampoko,alhamdulillah sukses selalu ppm al ikhlas lampoko alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah sukses selalu ppm al ikhlas lampoko alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'sukses', 'ppm', 'al', 'ikhlas', 'lampoko', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
243,PPM AL-Ikhlash Lampoko,masya allah salut sama latih alhamdulillah sipipi rempong bayar rasa capek alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Masya allah salut sama latih alhamdulillah sipipi rempong bayar rasa capek alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['masya', 'allah', 'salut', 'latih', 'alhamdulillah', 'sipipi', 'rempong', 'bayar', 'capek', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
244,PPM AL-Ikhlash Lampoko,masya allah selamat alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Masya allah selamat alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['masya', 'allah', 'selamat', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
245,PPM AL-Ikhlash Lampoko,alhamdulillah anak sholehah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah anak sholehah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'anak', 'sholehah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,netral
246,PPM AL-Ikhlash Lampoko,dulu hingga kini sllu champion alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Dulu hingga kini sllu champion alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['sllu', 'champion', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
247,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
248,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
249,PPM AL-Ikhlash Lampoko,alhamdulillah jaya terus ppm al ikhlas alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah jaya terus ppm al ikhlas alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'jaya', 'ppm', 'al', 'ikhlas', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
250,PPM AL-Ikhlash Lampoko,luarbiasa n mantap moga depan lebih baik alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Luarbiasa n mantap moga depan lebih baik alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['luarbiasa', 'n', 'mantap', 'moga', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
251,PPM AL-Ikhlash Lampoko,masyaallah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Netral,Umum,Masyaallah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['masyaallah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,netral
252,PPM AL-Ikhlash Lampoko,masyaallah alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Masyaallah alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['masyaallah', 'alhamdulillah', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
253,PPM AL-Ikhlash Lampoko,mantap alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Mantap alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['mantap', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
254,PPM AL-Ikhlash Lampoko,alhamdulillah selamat alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum,Alhamdulillah selamat alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,"['alhamdulillah', 'selamat', 'alhamdulilah', 'smps', 'al', 'ikhlash', 'lampoko', 'juara', 'ajang', 'lomba', 'gerak', 'jalan']",4,Pembinaan Karakter,positif
255,PPM AL-Ikhlash Lampoko,maa syaa allah suasana upacara agustus,Positif,Umum,Maa syaa allah suasana upacara agustus,"['maa', 'syaa', 'allah', 'suasana', 'upacara', 'agustus']",0,Kualitas Guru,positif
256,PPM AL-Ikhlash Lampoko,masya allah suasana upacara agustus,Positif,Umum,Masya allah suasana upacara agustus,"['masya', 'allah', 'suasana', 'upacara', 'agustus']",0,Kualitas Guru,positif
257,PPM AL-Ikhlash Lampoko,masya allah suasana upacara agustus,Positif,Umum,Masya allah suasana upacara agustus,"['masya', 'allah', 'suasana', 'upacara', 'agustus']",0,Kualitas Guru,positif
258,PPM AL-Ikhlash Lampoko,spil tempat dewan guru nya min suasana upacara agustus,Positif,Umum,Spil tempat dewan guru nya min suasana upacara agustus,"['spil', 'dewan', 'guru', 'nya', 'min', 'suasana', 'upacara', 'agustus']",0,Kualitas Guru,netral
259,PPM AL-Ikhlash Lampoko,luar biasa pondok rapi sekali semua barisanx suasana upacara agustus,Negatif,Umum,Luar biasa pondok rapi sekali semua barisanx suasana upacara agustus,"['pondok', 'rapi', 'barisanx', 'suasana', 'upacara', 'agustus']",5,Prestasi,negatif
260,PPM AL-Ikhlash Lampoko,bangga dg ppm al ikhlash lampoko suasana upacara agustus,Positif,Umum,Bangga dg ppm al ikhlash lampoko suasana upacara agustus,"['bangga', 'dg', 'ppm', 'al', 'ikhlash', 'lampoko', 'suasana', 'upacara', 'agustus']",1,Fasilitas,positif
261,PPM AL-Ikhlash Lampoko,masya allah suasana upacara agustus,Positif,Umum,Masya allah suasana upacara agustus,"['masya', 'allah', 'suasana', 'upacara', 'agustus']",0,Kualitas Guru,positif
262,PPM AL-Ikhlash Lampoko,luar biasa suasana upacara agustus,Netral,Umum,Luar biasa suasana upacara agustus,"['suasana', 'upacara', 'agustus']",5,Prestasi,positif
263,PPM AL-Ikhlash Lampoko,semangat luar biasa suasana upacara agustus,Negatif,Umum,Semangat luar biasa suasana upacara agustus,"['semangat', 'suasana', 'upacara', 'agustus']",5,Prestasi,positif
264,PPM AL-Ikhlash Lampoko,mantap luar biasa moga jaya slalu aminn suasana upacara agustus,Positif,Umum,Mantap luar biasa moga jaya slalu aminn suasana upacara agustus,"['mantap', 'moga', 'jaya', 'slalu', 'aminn', 'suasana', 'upacara', 'agustus']",5,Prestasi,positif
265,PPM AL-Ikhlash Lampoko,haru dn bangga lihat semangaat anak ppm al ikhlas xg luar biasa suasana upacara agustus,Positif,Umum,Haru dn bangga lihat semangaat anak ppm al ikhlas xg luar biasa suasana upacara agustus,"['haru', 'dn', 'bangga', 'lihat', 'semangaat', 'anak', 'ppm', 'al', 'ikhlas', 'xg', 'suasana', 'upacara', 'agustus']",4,Pembinaan Karakter,positif
266,PPM AL-Ikhlash Lampoko,kok perempuan semua suasana upacara agustus,Positif,Umum,Kok perempuan semua suasana upacara agustus,"['perempuan', 'suasana', 'upacara', 'agustus']",5,Prestasi,netral
267,PPM AL-Ikhlash Lampoko,merdeka suasana upacara agustus,Positif,Umum,Merdeka suasana upacara agustus,"['merdeka', 'suasana', 'upacara', 'agustus']",5,Prestasi,positif
268,PPM AL-Ikhlash Lampoko,semangat anak sholeh sholeha latih gerak jalan santri ppm al ikhlash rangka siap hut ri,Negatif,Umum,Semangat anak sholeh sholeha latih gerak jalan santri ppm al ikhlash rangka siap hut ri,"['semangat', 'anak', 'sholeh', 'sholeha', 'latih', 'gerak', 'jalan', 'santri', 'ppm', 'al', 'ikhlash', 'rangka', 'hut', 'ri']",1,Fasilitas,netral
269,PPM AL-Ikhlash Lampoko,semangat gasssspollll latih gerak jalan santri ppm al ikhlash rangka siap hut ri,Negatif,Umum,Semangat gasssspollll latih gerak jalan santri ppm al ikhlash rangka siap hut ri,"['semangat', 'gasssspollll', 'latih', 'gerak', 'jalan', 'santri', 'ppm', 'al', 'ikhlash', 'rangka', 'hut', 'ri']",1,Fasilitas,positif
270,PPM AL-Ikhlash Lampoko,sehat sehat selalu anak anak sholeha ku semua latih gerak jalan santri ppm al ikhlash rangka siap hut ri,Negatif,Umum,Sehat sehat selalu anak anak sholeha ku semua latih gerak jalan santri ppm al ikhlash rangka siap hut ri,"['sehat', 'sehat', 'anak', 'anak', 'sholeha', 'ku', 'latih', 'gerak', 'jalan', 'santri', 'ppm', 'al', 'ikhlash', 'rangka', 'hut', 'ri']",1,Fasilitas,negatif
271,PPM AL-Ikhlash Lampoko,alhamdulillah ustadz dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,Positif,Umum,Alhamdulillah ustadz dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,"['alhamdulillah', 'ustadz', 'dzaka', 'alkarim', 'dhiaulhaq', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'siswa', 'kelas', 'viii', 'b', 'smp', 'raih', 'medali', 'emas', 'ajang', 'bal', 'taekwondo']",1,Fasilitas,positif
272,PPM AL-Ikhlash Lampoko,terima kasih banyak ustadz ihsan zainuddin seluruh bina pondok pesantren modern al ikhlash atas dukung anak dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,Positif,Umum,Terima kasih banyak ustadz ihsan zainuddin seluruh bina pondok pesantren modern al ikhlash atas dukung anak dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,"['terima', 'kasih', 'ustadz', 'ihsan', 'zainuddin', 'bina', 'pondok', 'pesantren', 'modern', 'al', 'ikhlash', 'dukung', 'anak', 'dzaka', 'alkarim', 'dhiaulhaq', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'siswa', 'kelas', 'viii', 'b', 'smp', 'raih', 'medali', 'emas', 'ajang', 'bal', 'taekwondo']",1,Fasilitas,positif
273,PPM AL-Ikhlash Lampoko,insya allah terus semangat latih dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,Positif,Umum,Insya allah terus semangat latih dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,"['insya', 'allah', 'semangat', 'latih', 'dzaka', 'alkarim', 'dhiaulhaq', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'siswa', 'kelas', 'viii', 'b', 'smp', 'raih', 'medali', 'emas', 'ajang', 'bal', 'taekwondo']",1,Fasilitas,positif
274,PPM AL-Ikhlash Lampoko,alhamdulillah selamat nak dzaka brjuang terus dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,Positif,Umum,Alhamdulillah selamat nak dzaka brjuang terus dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,"['alhamdulillah', 'selamat', 'nak', 'dzaka', 'brjuang', 'dzaka', 'alkarim', 'dhiaulhaq', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'siswa', 'kelas', 'viii', 'b', 'smp', 'raih', 'medali', 'emas', 'ajang', 'bal', 'taekwondo']",1,Fasilitas,positif
275,PPM AL-Ikhlash Lampoko,masyaallah tabarakallah santri ppm al ikhlash tuju universitas al azhar mesir,Negatif,Umum,Masyaallah tabarakallah santri ppm al ikhlash tuju universitas al azhar mesir,"['masyaallah', 'tabarakallah', 'santri', 'ppm', 'al', 'ikhlash', 'tuju', 'universitas', 'al', 'azhar', 'mesir']",1,Fasilitas,netral
276,PPM AL-Ikhlash Lampoko,selamat buat dua moga jadi anak sukses santri ppm al ikhlash tuju universitas al azhar mesir,Negatif,Umum,Selamat buat dua moga jadi anak sukses santri ppm al ikhlash tuju universitas al azhar mesir,"['selamat', 'moga', 'anak', 'sukses', 'santri', 'ppm', 'al', 'ikhlash', 'tuju', 'universitas', 'al', 'azhar', 'mesir']",1,Fasilitas,positif
277,PPM AL-Ikhlash Lampoko,alhamdulillah moga berkah lancar urus moga ananda dua sukses studi mesir santri ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum,Alhamdulillah moga berkah lancar urus moga ananda dua sukses studi mesir santri ppm al ikhlash tuju universitas al azhar mesir,"['alhamdulillah', 'moga', 'berkah', 'lancar', 'urus', 'moga', 'ananda', 'sukses', 'studi', 'mesir', 'santri', 'ppm', 'al', 'ikhlash', 'tuju', 'universitas', 'al', 'azhar', 'mesir']",1,Fasilitas,positif
278,PPM AL-Ikhlash Lampoko,masyaallah barakallah moga teman lain seperti aamiin santri ppm al ikhlash tuju universitas al azhar mesir,Negatif,Umum,Masyaallah barakallah moga teman lain seperti aamiin santri ppm al ikhlash tuju universitas al azhar mesir,"['masyaallah', 'barakallah', 'moga', 'teman', 'aamiin', 'santri', 'ppm', 'al', 'ikhlash', 'tuju', 'universitas', 'al', 'azhar', 'mesir']",1,Fasilitas,netral
279,PPM AL-Ikhlash Lampoko,alhamdulillah selamat dua moga jadi panutan ade nya masih pondok jaya selalu santri ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum,Alhamdulillah selamat dua moga jadi panutan ade nya masih pondok jaya selalu santri ppm al ikhlash tuju universitas al azhar mesir,"['alhamdulillah', 'selamat', 'moga', 'panutan', 'ade', 'nya', 'pondok', 'jaya', 'santri', 'ppm', 'al', 'ikhlash', 'tuju', 'universitas', 'al', 'azhar', 'mesir']",1,Fasilitas,positif
280,PPM AL-Ikhlash Lampoko,masya allah tabarakallah sukses selalu kalian dua moga anak ikut jejak aamiin allahumma aamiin santri ppm al ikhlash tuju universitas al azhar mesir,Netral,Umum,Masya allah tabarakallah sukses selalu kalian dua moga anak ikut jejak aamiin allahumma aamiin santri ppm al ikhlash tuju universitas al azhar mesir,"['masya', 'allah', 'tabarakallah', 'sukses', 'moga', 'anak', 'jejak', 'aamiin', 'allahumma', 'aamiin', 'santri', 'ppm', 'al', 'ikhlash', 'tuju', 'universitas', 'al', 'azhar', 'mesir']",1,Fasilitas,positif
281,PPM AL-Ikhlash Lampoko,luaar biasa prestasi prestise mu sukses lalu dlm lindung aamiin santri ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum,Luaar biasa prestasi prestise mu sukses lalu dlm lindung aamiin santri ppm al ikhlash tuju universitas al azhar mesir,"['luaar', 'prestasi', 'prestise', 'mu', 'sukses', 'dlm', 'lindung', 'aamiin', 'santri', 'ppm', 'al', 'ikhlash', 'tuju', 'universitas', 'al', 'azhar', 'mesir']",1,Fasilitas,positif
282,PPM AL-Ikhlash Lampoko,masya allah santri ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum,Masya allah santri ppm al ikhlash tuju universitas al azhar mesir,"['masya', 'allah', 'santri', 'ppm', 'al', 'ikhlash', 'tuju', 'universitas', 'al', 'azhar', 'mesir']",1,Fasilitas,positif
283,PPM AL-Ikhlash Lampoko,alhamdulillah selamat moga amanah jalan tugas selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum,Alhamdulillah selamat moga amanah jalan tugas selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,"['alhamdulillah', 'selamat', 'moga', 'amanah', 'jalan', 'tugas', 'selamat', 'alumni', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'kelulus', 'uji', 'bintara', 'polisi']",6,Akademik,positif
284,PPM AL-Ikhlash Lampoko,selamat sukses nak faqih beberapa hari umum sempat malam rumah malam pas pulang pamit nak faqih bilang terimakasih tante tante mohon doa nya yaa doa lulus santun sangat etika alhamdulillah nak faqih lulus moga berkah jadi abdi negara santun akhlak tahan selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum,Selamat sukses nak faqih beberapa hari umum sempat malam rumah malam pas pulang pamit nak faqih bilang terimakasih tante tante mohon doa nya yaa doa lulus santun sangat etika alhamdulillah nak faqih lulus moga berkah jadi abdi negara santun akhlak tahan selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,"['selamat', 'sukses', 'nak', 'faqih', 'malam', 'rumah', 'malam', 'pas', 'pulang', 'pamit', 'nak', 'faqih', 'bilang', 'terimakasih', 'tante', 'tante', 'mohon', 'doa', 'nya', 'yaa', 'doa', 'lulus', 'santun', 'etika', 'alhamdulillah', 'nak', 'faqih', 'lulus', 'moga', 'berkah', 'abdi', 'negara', 'santun', 'akhlak', 'tahan', 'selamat', 'alumni', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'kelulus', 'uji', 'bintara', 'polisi']",6,Akademik,positif
285,PPM AL-Ikhlash Lampoko,selamat moga amanah jalan tugas selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum,Selamat moga amanah jalan tugas selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,"['selamat', 'moga', 'amanah', 'jalan', 'tugas', 'selamat', 'alumni', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'kelulus', 'uji', 'bintara', 'polisi']",6,Akademik,positif
286,PPM AL-Ikhlash Lampoko,selamat ananda jadi abdi negara selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum,Selamat ananda jadi abdi negara selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,"['selamat', 'ananda', 'abdi', 'negara', 'selamat', 'alumni', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'kelulus', 'uji', 'bintara', 'polisi']",6,Akademik,positif
287,PPM AL-Ikhlash Lampoko,selamat sukses moga amanah kembang amanah aamiin selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum,Selamat sukses moga amanah kembang amanah aamiin selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,"['selamat', 'sukses', 'moga', 'amanah', 'kembang', 'amanah', 'aamiin', 'selamat', 'alumni', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'kelulus', 'uji', 'bintara', 'polisi']",6,Akademik,positif
288,PPM AL-Ikhlash Lampoko,alhamdulillah selamet atas kelulus nya selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum,Alhamdulillah selamet atas kelulus nya selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,"['alhamdulillah', 'selamet', 'kelulus', 'nya', 'selamat', 'alumni', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'kelulus', 'uji', 'bintara', 'polisi']",6,Akademik,positif
289,PPM AL-Ikhlash Lampoko,masya allah selamat ananda tiga tetaplsh amanah selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum,Masya allah selamat ananda tiga tetaplsh amanah selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,"['masya', 'allah', 'selamat', 'ananda', 'tetaplsh', 'amanah', 'selamat', 'alumni', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'kelulus', 'uji', 'bintara', 'polisi']",6,Akademik,positif
290,PPM AL-Ikhlash Lampoko,masyah allah selamat sukses para santri telah selesai target hafal program tahfizhul qur an,Positif,Kegiatan Pondok,Masyah allah selamat sukses para santri telah selesai target hafal program tahfizhul qur an,"['masyah', 'allah', 'selamat', 'sukses', 'santri', 'selesai', 'target', 'hafal', 'program', 'tahfizhul', 'qur', 'an']",9,Umum,positif
291,PPM AL-Ikhlash Lampoko,alhamdulillah selamat sukses para santri telah selesai target hafal program tahfizhul qur an,Positif,Kegiatan Pondok,Alhamdulillah selamat sukses para santri telah selesai target hafal program tahfizhul qur an,"['alhamdulillah', 'selamat', 'sukses', 'santri', 'selesai', 'target', 'hafal', 'program', 'tahfizhul', 'qur', 'an']",9,Umum,positif
292,PPM AL-Ikhlash Lampoko,alhamdulillah moga anak anak tetap istiqomah menghapal ayat ayat alquran selamat sukses para santri telah selesai target hafal program tahfizhul qur an,Positif,Kegiatan Pondok,Alhamdulillah moga anak anak tetap istiqomah menghapal ayat ayat alquran selamat sukses para santri telah selesai target hafal program tahfizhul qur an,"['alhamdulillah', 'moga', 'anak', 'anak', 'istiqomah', 'menghapal', 'ayat', 'ayat', 'alquran', 'selamat', 'sukses', 'santri', 'selesai', 'target', 'hafal', 'program', 'tahfizhul', 'qur', 'an']",9,Umum,positif
